Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.393,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,31,21.8,21.5,2023-12-22,Away,PHI
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.31,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,19,21.765,22.5,2023-12-23,,UTA
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.333,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,22,21.768,25.5,2023-12-27,Away,WAS
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.364,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
Pascal Siakam,TOR,36,22.153,23.5,2024-01-01,,CLE
